step,res_total,res_max,dt
3027,3.24158894e-03,1.87160647e-04,3.37474456e-12
3028,3.23983987e-03,1.87056510e-04,3.37290884e-12
3029,3.23809222e-03,1.86952461e-04,3.37107463e-12
3030,3.23634600e-03,1.86848500e-04,3.36924193e-12
3031,3.23460121e-03,1.86744625e-04,3.36741073e-12
3032,3.23285784e-03,1.86640837e-04,3.36558105e-12
3033,3.23111590e-03,1.86537136e-04,3.36375286e-12
3034,3.22937537e-03,1.86433522e-04,3.36192619e-12
3035,3.22763627e-03,1.86329995e-04,3.36010101e-12
3036,3.22589858e-03,1.86226554e-04,3.35827734e-12
3037,3.22416231e-03,1.86123200e-04,3.35645516e-12
3038,3.22242745e-03,1.86019933e-04,3.35463448e-12
3039,3.22069401e-03,1.85916751e-04,3.35281530e-12
3040,3.21896198e-03,1.85813656e-04,3.35099761e-12
3041,3.21723136e-03,1.85710647e-04,3.34918141e-12
3042,3.21550215e-03,1.85607724e-04,3.34736670e-12
3043,3.21377434e-03,1.85504887e-04,3.34555348e-12
3044,3.21204794e-03,1.85402136e-04,3.34374174e-12
3045,3.21032294e-03,1.85299470e-04,3.34193150e-12
3046,3.20859935e-03,1.85196890e-04,3.34012273e-12
3047,3.20687715e-03,1.85094396e-04,3.33831545e-12
3048,3.20515636e-03,1.84991987e-04,3.33650965e-12
3049,3.20343696e-03,1.84889664e-04,3.33470532e-12
3050,3.20171896e-03,1.84787425e-04,3.33290248e-12
3051,3.20000235e-03,1.84685272e-04,3.33110111e-12
3052,3.19828714e-03,1.84583204e-04,3.32930121e-12
3053,3.19657332e-03,1.84481221e-04,3.32750278e-12
3054,3.19486088e-03,1.84379323e-04,3.32570583e-12
3055,3.19314984e-03,1.84277510e-04,3.32391034e-12
3056,3.19144018e-03,1.84175781e-04,3.32211633e-12
3057,3.18973191e-03,1.84074137e-04,3.32032377e-12
3058,3.18802502e-03,1.83972578e-04,3.31853268e-12
3059,3.18631952e-03,1.83871102e-04,3.31674306e-12
3060,3.18461539e-03,1.83769712e-04,3.31495489e-12
3061,3.18291265e-03,1.83668405e-04,3.31316818e-12
3062,3.18121128e-03,1.83567183e-04,3.31138294e-12
3063,3.17951129e-03,1.83466044e-04,3.30959914e-12
3064,3.17781268e-03,1.83364990e-04,3.30781680e-12
3065,3.17611546e-03,1.83264019e-04,3.30603592e-12
3066,3.17441961e-03,1.83163132e-04,3.30425648e-12
3067,3.17272512e-03,1.83062329e-04,3.30247850e-12
3068,3.17103201e-03,1.82961609e-04,3.30070196e-12
3069,3.16934026e-03,1.82860973e-04,3.29892687e-12
3070,3.16764988e-03,1.82760420e-04,3.29715322e-12
3071,3.16596087e-03,1.82659951e-04,3.29538102e-12
3072,3.16427321e-03,1.82559564e-04,3.29361025e-12
3073,3.16258692e-03,1.82459261e-04,3.29184093e-12
3074,3.16090199e-03,1.82359041e-04,3.29007305e-12
3075,3.15921841e-03,1.82258904e-04,3.28830660e-12
3076,3.15753620e-03,1.82158849e-04,3.28654159e-12
3077,3.15585533e-03,1.82058878e-04,3.28477801e-12
3078,3.15417583e-03,1.81958989e-04,3.28301586e-12
3079,3.15249767e-03,1.81859182e-04,3.28125514e-12
3080,3.15082086e-03,1.81759458e-04,3.27949586e-12
3081,3.14914541e-03,1.81659816e-04,3.27773800e-12
3082,3.14747130e-03,1.81560257e-04,3.27598156e-12
3083,3.14579854e-03,1.81460780e-04,3.27422655e-12
3084,3.14412712e-03,1.81361385e-04,3.27247296e-12
3085,3.14245705e-03,1.81262072e-04,3.27072080e-12
3086,3.14078832e-03,1.81162841e-04,3.26897005e-12
3087,3.13912093e-03,1.81063691e-04,3.26722072e-12
3088,3.13745488e-03,1.80964624e-04,3.26547281e-12
3089,3.13579016e-03,1.80865638e-04,3.26372631e-12
3090,3.13412679e-03,1.80766733e-04,3.26198122e-12
3091,3.13246474e-03,1.80667910e-04,3.26023755e-12
3092,3.13080403e-03,1.80569169e-04,3.25849529e-12
3093,3.12914466e-03,1.80470508e-04,3.25675443e-12
3094,3.12748661e-03,1.80371929e-04,3.25501498e-12
3095,3.12582989e-03,1.80273431e-04,3.25327694e-12
3096,3.12417450e-03,1.80175014e-04,3.25154030e-12
3097,3.12252044e-03,1.80076678e-04,3.24980507e-12
3098,3.12086770e-03,1.79978423e-04,3.24807123e-12
3099,3.11921628e-03,1.79880249e-04,3.24633880e-12
3100,3.11756618e-03,1.79782155e-04,3.24460776e-12
3101,3.11591741e-03,1.79684142e-04,3.24287812e-12
3102,3.11426996e-03,1.79586209e-04,3.24114987e-12
3103,3.11262382e-03,1.79488357e-04,3.23942302e-12
3104,3.11097900e-03,1.79390585e-04,3.23769755e-12
3105,3.10933549e-03,1.79292893e-04,3.23597348e-12
3106,3.10769329e-03,1.79195281e-04,3.23425080e-12
3107,3.10605241e-03,1.79097750e-04,3.23252950e-12
3108,3.10441284e-03,1.79000298e-04,3.23080959e-12
3109,3.10277458e-03,1.78902926e-04,3.22909107e-12
3110,3.10113762e-03,1.78805634e-04,3.22737393e-12
3111,3.09950197e-03,1.78708422e-04,3.22565816e-12
3112,3.09786763e-03,1.78611289e-04,3.22394378e-12
3113,3.09623459e-03,1.78514236e-04,3.22223078e-12
3114,3.09460285e-03,1.78417262e-04,3.22051915e-12
3115,3.09297241e-03,1.78320367e-04,3.21880890e-12
3116,3.09134327e-03,1.78223552e-04,3.21710002e-12
3117,3.08971543e-03,1.78126816e-04,3.21539251e-12
3118,3.08808888e-03,1.78030159e-04,3.21368638e-12
3119,3.08646363e-03,1.77933581e-04,3.21198161e-12
3120,3.08483968e-03,1.77837082e-04,3.21027821e-12
3121,3.08321701e-03,1.77740662e-04,3.20857618e-12
3122,3.08159564e-03,1.77644320e-04,3.20687551e-12
3123,3.07997555e-03,1.77548057e-04,3.20517621e-12
3124,3.07835676e-03,1.77451873e-04,3.20347827e-12
3125,3.07673925e-03,1.77355767e-04,3.20178168e-12
3126,3.07512302e-03,1.77259740e-04,3.20008646e-12
3127,3.07350808e-03,1.77163791e-04,3.19839259e-12
3128,3.07189442e-03,1.77067920e-04,3.19670008e-12
3129,3.07028204e-03,1.76972127e-04,3.19500893e-12
3130,3.06867095e-03,1.76876412e-04,3.19331912e-12
3131,3.06706113e-03,1.76780775e-04,3.19163067e-12
3132,3.06545259e-03,1.76685217e-04,3.18994357e-12
3133,3.06384532e-03,1.76589735e-04,3.18825782e-12
3134,3.06223933e-03,1.76494332e-04,3.18657341e-12
3135,3.06063461e-03,1.76399006e-04,3.18489035e-12
3136,3.05903116e-03,1.76303758e-04,3.18320864e-12
3137,3.05742898e-03,1.76208587e-04,3.18152827e-12
3138,3.05582807e-03,1.76113494e-04,3.17984923e-12
3139,3.05422843e-03,1.76018478e-04,3.17817154e-12
3140,3.05263005e-03,1.75923539e-04,3.17649519e-12
3141,3.05103294e-03,1.75828677e-04,3.17482017e-12
3142,3.04943709e-03,1.75733892e-04,3.17314649e-12
3143,3.04784251e-03,1.75639184e-04,3.17147414e-12
3144,3.04624918e-03,1.75544554e-04,3.16980313e-12
3145,3.04465711e-03,1.75449999e-04,3.16813345e-12
3146,3.04306631e-03,1.75355522e-04,3.16646509e-12
3147,3.04147675e-03,1.75261121e-04,3.16479807e-12
3148,3.03988846e-03,1.75166797e-04,3.16313237e-12
3149,3.03830142e-03,1.75072549e-04,3.16146800e-12
3150,3.03671563e-03,1.74978377e-04,3.15980495e-12
3151,3.03513109e-03,1.74884282e-04,3.15814323e-12
3152,3.03354780e-03,1.74790263e-04,3.15648282e-12
3153,3.03196576e-03,1.74696320e-04,3.15482374e-12
3154,3.03038497e-03,1.74602453e-04,3.15316597e-12
3155,3.02880542e-03,1.74508662e-04,3.15150952e-12
3156,3.02722712e-03,1.74414947e-04,3.14985439e-12
3157,3.02565006e-03,1.74321308e-04,3.14820057e-12
3158,3.02407424e-03,1.74227745e-04,3.14654806e-12
3159,3.02249967e-03,1.74134257e-04,3.14489687e-12
3160,3.02092633e-03,1.74040844e-04,3.14324698e-12
3161,3.01935423e-03,1.73947507e-04,3.14159840e-12
3162,3.01778337e-03,1.73854246e-04,3.13995113e-12
3163,3.01621374e-03,1.73761060e-04,3.13830517e-12
3164,3.01464535e-03,1.73667949e-04,3.13666051e-12
3165,3.01307819e-03,1.73574913e-04,3.13501715e-12
3166,3.01151226e-03,1.73481952e-04,3.13337510e-12
3167,3.00994756e-03,1.73389066e-04,3.13173434e-12
3168,3.00838409e-03,1.73296255e-04,3.13009489e-12
3169,3.00682185e-03,1.73203519e-04,3.12845673e-12
3170,3.00526083e-03,1.73110857e-04,3.12681987e-12
3171,3.00370104e-03,1.73018271e-04,3.12518430e-12
3172,3.00214248e-03,1.72925758e-04,3.12355002e-12
3173,3.00058513e-03,1.72833321e-04,3.12191704e-12
3174,2.99902901e-03,1.72740957e-04,3.12028535e-12
3175,2.99747410e-03,1.72648668e-04,3.11865494e-12
3176,2.99592042e-03,1.72556454e-04,3.11702583e-12
3177,2.99436795e-03,1.72464313e-04,3.11539800e-12
3178,2.99281670e-03,1.72372247e-04,3.11377145e-12
3179,2.99126666e-03,1.72280254e-04,3.11214619e-12
3180,2.98971783e-03,1.72188335e-04,3.11052221e-12
3181,2.98817022e-03,1.72096491e-04,3.10889951e-12
3182,2.98662382e-03,1.72004720e-04,3.10727809e-12
3183,2.98507863e-03,1.71913023e-04,3.10565795e-12
3184,2.98353464e-03,1.71821399e-04,3.10403909e-12
3185,2.98199186e-03,1.71729849e-04,3.10242150e-12
3186,2.98045029e-03,1.71638372e-04,3.10080519e-12
3187,2.97890993e-03,1.71546969e-04,3.09919015e-12
3188,2.97737076e-03,1.71455639e-04,3.09757638e-12
3189,2.97583280e-03,1.71364382e-04,3.09596388e-12
3190,2.97429604e-03,1.71273199e-04,3.09435265e-12
3191,2.97276047e-03,1.71182088e-04,3.09274268e-12
3192,2.97122611e-03,1.71091050e-04,3.09113398e-12
3193,2.96969294e-03,1.71000086e-04,3.08952655e-12
3194,2.96816097e-03,1.70909194e-04,3.08792038e-12
3195,2.96663019e-03,1.70818375e-04,3.08631547e-12
3196,2.96510061e-03,1.70727628e-04,3.08471182e-12
3197,2.96357221e-03,1.70636954e-04,3.08310943e-12
3198,2.96204501e-03,1.70546353e-04,3.08150830e-12
3199,2.96051900e-03,1.70455824e-04,3.07990843e-12
3200,2.95899417e-03,1.70365368e-04,3.07830981e-12
3201,2.95747053e-03,1.70274983e-04,3.07671245e-12
3202,2.95594808e-03,1.70184671e-04,3.07511633e-12
3203,2.95442681e-03,1.70094431e-04,3.07352147e-12
3204,2.95290673e-03,1.70004263e-04,3.07192786e-12
3205,2.95138782e-03,1.69914167e-04,3.07033550e-12
3206,2.94987010e-03,1.69824143e-04,3.06874439e-12
3207,2.94835355e-03,1.69734191e-04,3.06715452e-12
3208,2.94683819e-03,1.69644311e-04,3.06556589e-12
3209,2.94532400e-03,1.69554502e-04,3.06397851e-12
3210,2.94381099e-03,1.69464765e-04,3.06239237e-12
3211,2.94229915e-03,1.69375099e-04,3.06080747e-12
3212,2.94078848e-03,1.69285505e-04,3.05922382e-12
3213,2.93927899e-03,1.69195982e-04,3.05764140e-12
3214,2.93777066e-03,1.69106530e-04,3.05606021e-12
3215,2.93626351e-03,1.69017150e-04,3.05448026e-12
3216,2.93475752e-03,1.68927840e-04,3.05290155e-12
3217,2.93325270e-03,1.68838602e-04,3.05132407e-12
3218,2.93174905e-03,1.68749435e-04,3.04974782e-12
3219,2.93024656e-03,1.68660339e-04,3.04817280e-12
3220,2.92874524e-03,1.68571313e-04,3.04659901e-12
3221,2.92724507e-03,1.68482358e-04,3.04502645e-12
3222,2.92574607e-03,1.68393474e-04,3.04345511e-12
3223,2.92424823e-03,1.68304661e-04,3.04188500e-12
3224,2.92275155e-03,1.68215918e-04,3.04031612e-12
3225,2.92125602e-03,1.68127245e-04,3.03874845e-12
3226,2.91976165e-03,1.68038643e-04,3.03718201e-12
3227,2.91826844e-03,1.67950111e-04,3.03561679e-12
3228,2.91677637e-03,1.67861650e-04,3.03405278e-12
3229,2.91528546e-03,1.67773258e-04,3.03249000e-12
3230,2.91379571e-03,1.67684937e-04,3.03092842e-12
3231,2.91230710e-03,1.67596685e-04,3.02936807e-12
3232,2.91081964e-03,1.67508504e-04,3.02780893e-12
3233,2.90933333e-03,1.67420392e-04,3.02625100e-12
3234,2.90784816e-03,1.67332350e-04,3.02469428e-12
3235,2.90636415e-03,1.67244378e-04,3.02313877e-12
3236,2.90488127e-03,1.67156476e-04,3.02158447e-12
3237,2.90339954e-03,1.67068643e-04,3.02003138e-12
3238,2.90191895e-03,1.66980880e-04,3.01847949e-12
3239,2.90043950e-03,1.66893185e-04,3.01692881e-12
3240,2.89896119e-03,1.66805561e-04,3.01537933e-12
3241,2.89748402e-03,1.66718005e-04,3.01383105e-12
3242,2.89600798e-03,1.66630519e-04,3.01228398e-12
3243,2.89453308e-03,1.66543102e-04,3.01073810e-12
3244,2.89305932e-03,1.66455754e-04,3.00919343e-12
3245,2.89158668e-03,1.66368475e-04,3.00764995e-12
3246,2.89011519e-03,1.66281265e-04,3.00610766e-12
3247,2.88864482e-03,1.66194123e-04,3.00456657e-12
3248,2.88717558e-03,1.66107051e-04,3.00302668e-12
3249,2.88570747e-03,1.66020047e-04,3.00148797e-12
3250,2.88424049e-03,1.65933112e-04,2.99995046e-12
3251,2.88277464e-03,1.65846245e-04,2.99841414e-12
3252,2.88130991e-03,1.65759447e-04,2.99687901e-12
3253,2.87984630e-03,1.65672717e-04,2.99534506e-12
3254,2.87838382e-03,1.65586055e-04,2.99381230e-12
3255,2.87692246e-03,1.65499462e-04,2.99228072e-12
3256,2.87546222e-03,1.65412937e-04,2.99075033e-12
3257,2.87400310e-03,1.65326480e-04,2.98922112e-12
3258,2.87254509e-03,1.65240091e-04,2.98769309e-12
3259,2.87108821e-03,1.65153769e-04,2.98616624e-12
3260,2.86963244e-03,1.65067516e-04,2.98464057e-12
3261,2.86817779e-03,1.64981331e-04,2.98311608e-12
3262,2.86672425e-03,1.64895213e-04,2.98159276e-12
3263,2.86527182e-03,1.64809163e-04,2.98007062e-12
3264,2.86382050e-03,1.64723181e-04,2.97854965e-12
3265,2.86237030e-03,1.64637266e-04,2.97702985e-12
3266,2.86092120e-03,1.64551419e-04,2.97551123e-12
3267,2.85947321e-03,1.64465639e-04,2.97399378e-12
3268,2.85802633e-03,1.64379926e-04,2.97247749e-12
3269,2.85658055e-03,1.64294281e-04,2.97096237e-12
3270,2.85513588e-03,1.64208703e-04,2.96944842e-12
3271,2.85369231e-03,1.64123192e-04,2.96793563e-12
3272,2.85224985e-03,1.64037748e-04,2.96642401e-12
3273,2.85080848e-03,1.63952371e-04,2.96491355e-12
3274,2.84936822e-03,1.63867061e-04,2.96340426e-12
3275,2.84792905e-03,1.63781817e-04,2.96189612e-12
3276,2.84649098e-03,1.63696641e-04,2.96038914e-12
3277,2.84505401e-03,1.63611531e-04,2.95888332e-12
3278,2.84361814e-03,1.63526487e-04,2.95737866e-12
3279,2.84218336e-03,1.63441511e-04,2.95587515e-12
3280,2.84074967e-03,1.63356600e-04,2.95437280e-12
3281,2.83931707e-03,1.63271757e-04,2.95287160e-12
3282,2.83788557e-03,1.63186979e-04,2.95137155e-12
3283,2.83645515e-03,1.63102268e-04,2.94987265e-12
3284,2.83502583e-03,1.63017623e-04,2.94837491e-12
3285,2.83359759e-03,1.62933044e-04,2.94687831e-12
3286,2.83217044e-03,1.62848531e-04,2.94538286e-12
3287,2.83074437e-03,1.62764084e-04,2.94388855e-12
3288,2.82931939e-03,1.62679703e-04,2.94239539e-12
3289,2.82789549e-03,1.62595388e-04,2.94090338e-12
3290,2.82647267e-03,1.62511139e-04,2.93941250e-12
3291,2.82505094e-03,1.62426955e-04,2.93792277e-12
3292,2.82363028e-03,1.62342837e-04,2.93643418e-12
3293,2.82221071e-03,1.62258785e-04,2.93494672e-12
3294,2.82079221e-03,1.62174798e-04,2.93346041e-12
3295,2.81937479e-03,1.62090877e-04,2.93197523e-12
3296,2.81795844e-03,1.62007021e-04,2.93049119e-12
3297,2.81654317e-03,1.61923230e-04,2.92900828e-12
3298,2.81512897e-03,1.61839505e-04,2.92752650e-12
3299,2.81371584e-03,1.61755844e-04,2.92604586e-12
3300,2.81230378e-03,1.61672249e-04,2.92456635e-12
3301,2.81089280e-03,1.61588719e-04,2.92308796e-12
3302,2.80948288e-03,1.61505254e-04,2.92161071e-12
3303,2.80807403e-03,1.61421854e-04,2.92013458e-12
3304,2.80666625e-03,1.61338518e-04,2.91865958e-12
3305,2.80525953e-03,1.61255247e-04,2.91718570e-12
3306,2.80385388e-03,1.61172041e-04,2.91571295e-12
3307,2.80244929e-03,1.61088900e-04,2.91424132e-12
3308,2.80104577e-03,1.61005823e-04,2.91277082e-12
3309,2.79964330e-03,1.60922811e-04,2.91130143e-12
3310,2.79824190e-03,1.60839863e-04,2.90983316e-12
3311,2.79684156e-03,1.60756980e-04,2.90836601e-12
3312,2.79544227e-03,1.60674160e-04,2.90689998e-12
3313,2.79404404e-03,1.60591405e-04,2.90543506e-12
3314,2.79264687e-03,1.60508715e-04,2.90397126e-12
3315,2.79125075e-03,1.60426088e-04,2.90250857e-12
3316,2.78985568e-03,1.60343525e-04,2.90104700e-12
3317,2.78846167e-03,1.60261027e-04,2.89958653e-12
3318,2.78706871e-03,1.60178592e-04,2.89812718e-12
3319,2.78567680e-03,1.60096221e-04,2.89666893e-12
3320,2.78428594e-03,1.60013913e-04,2.89521180e-12
3321,2.78289613e-03,1.59931670e-04,2.89375576e-12
3322,2.78150736e-03,1.59849490e-04,2.89230084e-12
3323,2.78011964e-03,1.59767374e-04,2.89084702e-12
3324,2.77873297e-03,1.59685321e-04,2.88939430e-12
3325,2.77734734e-03,1.59603331e-04,2.88794269e-12
3326,2.77596276e-03,1.59521405e-04,2.88649217e-12
3327,2.77457921e-03,1.59439543e-04,2.88504276e-12
3328,2.77319671e-03,1.59357743e-04,2.88359444e-12
3329,2.77181525e-03,1.59276007e-04,2.88214723e-12
3330,2.77043483e-03,1.59194334e-04,2.88070111e-12
3331,2.76905544e-03,1.59112723e-04,2.87925608e-12
3332,2.76767709e-03,1.59031176e-04,2.87781215e-12
3333,2.76629978e-03,1.58949692e-04,2.87636931e-12
3334,2.76492350e-03,1.58868271e-04,2.87492757e-12
3335,2.76354826e-03,1.58786912e-04,2.87348692e-12
3336,2.76217405e-03,1.58705616e-04,2.87204735e-12
3337,2.76080087e-03,1.58624383e-04,2.87060888e-12
3338,2.75942872e-03,1.58543212e-04,2.86917149e-12
3339,2.75805760e-03,1.58462104e-04,2.86773519e-12
3340,2.75668751e-03,1.58381058e-04,2.86629997e-12
3341,2.75531844e-03,1.58300075e-04,2.86486584e-12
3342,2.75395040e-03,1.58219154e-04,2.86343280e-12
3343,2.75258339e-03,1.58138295e-04,2.86200083e-12
3344,2.75121741e-03,1.58057499e-04,2.86056995e-12
3345,2.74985244e-03,1.57976764e-04,2.85914014e-12
3346,2.74848850e-03,1.57896092e-04,2.85771142e-12
3347,2.74712558e-03,1.57815482e-04,2.85628377e-12
3348,2.74576368e-03,1.57734933e-04,2.85485720e-12
3349,2.74440280e-03,1.57654447e-04,2.85343170e-12
3350,2.74304294e-03,1.57574022e-04,2.85200728e-12
3351,2.74168409e-03,1.57493659e-04,2.85058394e-12
3352,2.74032626e-03,1.57413358e-04,2.84916166e-12
3353,2.73896945e-03,1.57333119e-04,2.84774046e-12
3354,2.73761365e-03,1.57252941e-04,2.84632033e-12
3355,2.73625886e-03,1.57172824e-04,2.84490126e-12
3356,2.73490508e-03,1.57092769e-04,2.84348327e-12
3357,2.73355232e-03,1.57012775e-04,2.84206634e-12
3358,2.73220057e-03,1.56932843e-04,2.84065048e-12
3359,2.73084982e-03,1.56852972e-04,2.83923568e-12
3360,2.72950001e-03,1.56773162e-04,2.83782194e-12
3361,2.72814979e-03,1.56693413e-04,2.83640927e-12
3362,2.72679985e-03,1.56613725e-04,2.83499766e-12
3363,2.72545093e-03,1.56534099e-04,2.83358711e-12
3364,2.72410300e-03,1.56454533e-04,2.83217762e-12
3365,2.72275609e-03,1.56375028e-04,2.83076919e-12
3366,2.72141018e-03,1.56295584e-04,2.82936181e-12
3367,2.72006527e-03,1.56216201e-04,2.82795550e-12
3368,2.71872137e-03,1.56136878e-04,2.82655023e-12
3369,2.71737847e-03,1.56057616e-04,2.82514602e-12
3370,2.71603657e-03,1.55978414e-04,2.82374287e-12
3371,2.71469567e-03,1.55899273e-04,2.82234077e-12
3372,2.71335577e-03,1.55820193e-04,2.82093971e-12
3373,2.71201687e-03,1.55741173e-04,2.81953971e-12
3374,2.71067896e-03,1.55662213e-04,2.81814075e-12
3375,2.70934206e-03,1.55583313e-04,2.81674285e-12
3376,2.70800614e-03,1.55504474e-04,2.81534599e-12
3377,2.70667122e-03,1.55425695e-04,2.81395017e-12
3378,2.70533730e-03,1.55346975e-04,2.81255540e-12
3379,2.70400437e-03,1.55268316e-04,2.81116168e-12
3380,2.70267242e-03,1.55189717e-04,2.80976899e-12
3381,2.70134147e-03,1.55111178e-04,2.80837735e-12
3382,2.70001151e-03,1.55032698e-04,2.80698675e-12
3383,2.69868254e-03,1.54954278e-04,2.80559719e-12
3384,2.69735455e-03,1.54875918e-04,2.80420866e-12
3385,2.69602755e-03,1.54797618e-04,2.80282118e-12
3386,2.69470154e-03,1.54719377e-04,2.80143473e-12
3387,2.69337651e-03,1.54641196e-04,2.80004931e-12
3388,2.69205246e-03,1.54563074e-04,2.79866493e-12
3389,2.69072940e-03,1.54485012e-04,2.79728158e-12
3390,2.68940732e-03,1.54407009e-04,2.79589927e-12
3391,2.68808621e-03,1.54329065e-04,2.79451798e-12
3392,2.68676609e-03,1.54251180e-04,2.79313773e-12
3393,2.68544695e-03,1.54173355e-04,2.79175850e-12
3394,2.68412878e-03,1.54095589e-04,2.79038030e-12
3395,2.68281159e-03,1.54017881e-04,2.78900313e-12
3396,2.68149538e-03,1.53940233e-04,2.78762699e-12
3397,2.68018014e-03,1.53862644e-04,2.78625186e-12
3398,2.67886587e-03,1.53785113e-04,2.78487777e-12
3399,2.67755258e-03,1.53707641e-04,2.78350469e-12
3400,2.67624026e-03,1.53630228e-04,2.78213264e-12
3401,2.67492890e-03,1.53552874e-04,2.78076161e-12
3402,2.67361852e-03,1.53475578e-04,2.77939160e-12
3403,2.67230911e-03,1.53398341e-04,2.77802261e-12
3404,2.67100067e-03,1.53321163e-04,2.77665463e-12
3405,2.66969319e-03,1.53244043e-04,2.77528767e-12
3406,2.66838668e-03,1.53166981e-04,2.77392173e-12
3407,2.66708113e-03,1.53089977e-04,2.77255680e-12
3408,2.66577655e-03,1.53013032e-04,2.77119289e-12
3409,2.66447293e-03,1.52936145e-04,2.76982999e-12
3410,2.66317027e-03,1.52859316e-04,2.76846810e-12
3411,2.66186858e-03,1.52782546e-04,2.76710722e-12
3412,2.66056784e-03,1.52705833e-04,2.76574735e-12
3413,2.65926806e-03,1.52629178e-04,2.76438848e-12
3414,2.65796925e-03,1.52552581e-04,2.76303063e-12
3415,2.65667139e-03,1.52476043e-04,2.76167378e-12
3416,2.65537448e-03,1.52399561e-04,2.76031794e-12
3417,2.65407853e-03,1.52323138e-04,2.75896310e-12
3418,2.65278354e-03,1.52246772e-04,2.75760927e-12
3419,2.65148950e-03,1.52170464e-04,2.75625644e-12
3420,2.65019641e-03,1.52094214e-04,2.75490461e-12
3421,2.64890427e-03,1.52018020e-04,2.75355378e-12
3422,2.64761309e-03,1.51941885e-04,2.75220395e-12
3423,2.64632285e-03,1.51865807e-04,2.75085512e-12
3424,2.64503356e-03,1.51789786e-04,2.74950729e-12
3425,2.64374522e-03,1.51713822e-04,2.74816045e-12
3426,2.64245783e-03,1.51637916e-04,2.74681461e-12
3427,2.64117139e-03,1.51562067e-04,2.74546977e-12
3428,2.63988589e-03,1.51486274e-04,2.74412592e-12
3429,2.63860133e-03,1.51410539e-04,2.74278306e-12
3430,2.63731772e-03,1.51334861e-04,2.74144119e-12
3431,2.63603504e-03,1.51259240e-04,2.74010031e-12
3432,2.63475331e-03,1.51183676e-04,2.73876042e-12
3433,2.63347253e-03,1.51108168e-04,2.73742152e-12
3434,2.63219268e-03,1.51032718e-04,2.73608361e-12
3435,2.63091377e-03,1.50957324e-04,2.73474669e-12
3436,2.62963579e-03,1.50881986e-04,2.73341075e-12
3437,2.62835876e-03,1.50806706e-04,2.73207580e-12
3438,2.62708266e-03,1.50731481e-04,2.73074183e-12
3439,2.62580749e-03,1.50656313e-04,2.72940884e-12
3440,2.62453326e-03,1.50581202e-04,2.72807684e-12
3441,2.62325996e-03,1.50506147e-04,2.72674581e-12
3442,2.62198759e-03,1.50431148e-04,2.72541577e-12
3443,2.62071616e-03,1.50356206e-04,2.72408670e-12
3444,2.61944565e-03,1.50281320e-04,2.72275862e-12
3445,2.61817608e-03,1.50206490e-04,2.72143151e-12
3446,2.61690743e-03,1.50131716e-04,2.72010537e-12
3447,2.61563971e-03,1.50056997e-04,2.71878021e-12
3448,2.61437292e-03,1.49982335e-04,2.71745603e-12
3449,2.61310705e-03,1.49907729e-04,2.71613282e-12
3450,2.61184211e-03,1.49833179e-04,2.71481058e-12
3451,2.61057809e-03,1.49758684e-04,2.71348931e-12
3452,2.60931500e-03,1.49684246e-04,2.71216902e-12
3453,2.60805283e-03,1.49609863e-04,2.71084969e-12
3454,2.60679158e-03,1.49535535e-04,2.70953133e-12
3455,2.60553125e-03,1.49461263e-04,2.70821394e-12
3456,2.60427183e-03,1.49387047e-04,2.70689751e-12
3457,2.60301334e-03,1.49312886e-04,2.70558205e-12
3458,2.60175577e-03,1.49238781e-04,2.70426755e-12
3459,2.60049911e-03,1.49164730e-04,2.70295402e-12
3460,2.59924337e-03,1.49090736e-04,2.70164145e-12
3461,2.59798854e-03,1.49016796e-04,2.70032985e-12
3462,2.59673462e-03,1.48942912e-04,2.69901920e-12
3463,2.59548162e-03,1.48869082e-04,2.69770951e-12
3464,2.59422954e-03,1.48795308e-04,2.69640079e-12
3465,2.59297836e-03,1.48721589e-04,2.69509302e-12
3466,2.59172809e-03,1.48647925e-04,2.69378620e-12
3467,2.59047874e-03,1.48574316e-04,2.69248035e-12
3468,2.58923029e-03,1.48500761e-04,2.69117545e-12
3469,2.58798275e-03,1.48427261e-04,2.68987150e-12
3470,2.58673612e-03,1.48353817e-04,2.68856851e-12
3471,2.58549039e-03,1.48280426e-04,2.68726646e-12
3472,2.58424557e-03,1.48207091e-04,2.68596537e-12
3473,2.58300165e-03,1.48133810e-04,2.68466523e-12
3474,2.58175864e-03,1.48060583e-04,2.68336604e-12
3475,2.58051652e-03,1.47987411e-04,2.68206780e-12
3476,2.57927531e-03,1.47914294e-04,2.68077051e-12
3477,2.57803501e-03,1.47841231e-04,2.67947416e-12
3478,2.57679560e-03,1.47768222e-04,2.67817876e-12
3479,2.57555709e-03,1.47695267e-04,2.67688431e-12
3480,2.57431947e-03,1.47622367e-04,2.67559079e-12
3481,2.57308276e-03,1.47549521e-04,2.67429822e-12
3482,2.57184694e-03,1.47476729e-04,2.67300660e-12
3483,2.57061202e-03,1.47403990e-04,2.67171591e-12
3484,2.56937799e-03,1.47331306e-04,2.67042617e-12
3485,2.56814486e-03,1.47258676e-04,2.66913736e-12
3486,2.56691262e-03,1.47186100e-04,2.66784949e-12
3487,2.56568127e-03,1.47113577e-04,2.66656256e-12
3488,2.56445081e-03,1.47041109e-04,2.66527657e-12
3489,2.56322124e-03,1.46968694e-04,2.66399151e-12
3490,2.56199256e-03,1.46896333e-04,2.66270739e-12
3491,2.56076477e-03,1.46824025e-04,2.66142420e-12
3492,2.55953787e-03,1.46751771e-04,2.66014194e-12
